Date (MM/DD/YYYY),Pension Fund Manager Id,Pension Fund Manager,Pension Scheme Id,Pension Scheme,Net Asset Value (INR)
08/19/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0000
08/22/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0000
08/24/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,9.9979
08/25/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,9.9993
08/26/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0007
08/29/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0051
08/30/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0064
09/01/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0090
09/02/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0102
09/05/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0149
09/06/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0167
09/07/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0182
09/08/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0192
09/09/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0206
09/12/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0247
09/13/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0258
09/14/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0270
09/15/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0280
09/16/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0291
09/19/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0332
09/20/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0339
09/21/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0347
09/22/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0358
09/23/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0373
09/26/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0417
09/27/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0424
09/28/2022,PFM011,TATA PENSION MANAGEMENT LIMITED,SM011008,TATA PENSION MANAGEMENT LIMITED TAX SAVER - TIER II,10.0421
