Date (MM/DD/YYYY),Pension Fund Manager Id,Pension Fund Manager,Pension Scheme Id,Pension Scheme,Net Asset Value (INR)
10/01/2025,PFM005,KOTAK MAHINDRA PENSION FUND LIMITED,SM005011,NPS TRUST A/C - KOTAK NPS KUBER EQUITY FUND - TIER I,10.0000
10/06/2025,PFM005,KOTAK MAHINDRA PENSION FUND LIMITED,SM005011,NPS TRUST A/C - KOTAK NPS KUBER EQUITY FUND - TIER I,10.0000
10/07/2025,PFM005,KOTAK MAHINDRA PENSION FUND LIMITED,SM005011,NPS TRUST A/C - KOTAK NPS KUBER EQUITY FUND - TIER I,9.9995
10/08/2025,PFM005,KOTAK MAHINDRA PENSION FUND LIMITED,SM005011,NPS TRUST A/C - KOTAK NPS KUBER EQUITY FUND - TIER I,10.0005
10/09/2025,PFM005,KOTAK MAHINDRA PENSION FUND LIMITED,SM005011,NPS TRUST A/C - KOTAK NPS KUBER EQUITY FUND - TIER I,10.0018
10/10/2025,PFM005,KOTAK MAHINDRA PENSION FUND LIMITED,SM005011,NPS TRUST A/C - KOTAK NPS KUBER EQUITY FUND - TIER I,10.0031
10/13/2025,PFM005,KOTAK MAHINDRA PENSION FUND LIMITED,SM005011,NPS TRUST A/C - KOTAK NPS KUBER EQUITY FUND - TIER I,10.0137
10/14/2025,PFM005,KOTAK MAHINDRA PENSION FUND LIMITED,SM005011,NPS TRUST A/C - KOTAK NPS KUBER EQUITY FUND - TIER I,9.9775
10/15/2025,PFM005,KOTAK MAHINDRA PENSION FUND LIMITED,SM005011,NPS TRUST A/C - KOTAK NPS KUBER EQUITY FUND - TIER I,10.0747
10/16/2025,PFM005,KOTAK MAHINDRA PENSION FUND LIMITED,SM005011,NPS TRUST A/C - KOTAK NPS KUBER EQUITY FUND - TIER I,10.1364
10/17/2025,PFM005,KOTAK MAHINDRA PENSION FUND LIMITED,SM005011,NPS TRUST A/C - KOTAK NPS KUBER EQUITY FUND - TIER I,10.1395
10/20/2025,PFM005,KOTAK MAHINDRA PENSION FUND LIMITED,SM005011,NPS TRUST A/C - KOTAK NPS KUBER EQUITY FUND - TIER I,10.1748
