"Month (MM)","Day (DD)","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","Average Across Years"
01,01,0,-29.489151,5.9638014,11.933866,13.922408,5.3783245,3.198243,7.412133,9.55787,6.1282444,3.7784152
01,02,0,-29.485867,6.028799,11.933022,13.8481245,5.3783245,3.1818683,7.4342513,9.543245,6.137403,3.7776859
01,03,0,-29.397108,5.822869,12.084649,13.772149,5.4059315,3.1915052,7.3770485,9.610524,6.091059,3.773181
01,04,0,-29.198555,5.6579566,11.944775,13.831029,5.181052,3.3770008,7.3288083,9.640313,6.091059,3.7614932
01,05,0,-29.089418,5.4953413,11.944775,14.006897,4.943733,3.4870412,7.291372,9.640313,6.091059,3.7567906
01,06,0,-29.089418,5.4953413,11.768125,14.278297,4.7650185,3.4987328,7.376485,9.660997,6.071048,3.7582915
01,07,0,-29.089418,5.5213017,11.905812,14.177924,4.711276,3.4898975,7.376485,9.767973,5.9676757,3.7587695
01,08,0,-28.994741,5.497277,11.762738,14.230634,4.6810417,3.4898975,7.4488173,9.705298,5.9568386,3.753089
01,09,0,-29.102566,5.7254157,11.859593,14.058653,4.6810417,3.6507974,7.268088,9.72427,5.95228,3.7575083
01,10,0,-29.22551,5.984322,11.660964,14.18042,4.6191697,3.642447,7.3864546,9.682297,5.9471455,3.7641897
01,11,0,-29.127546,5.8675075,11.62966,14.008511,4.8388863,3.6494884,7.280851,9.717918,5.9471455,3.756936
01,12,0,-29.15385,5.906812,11.62966,13.896259,4.99597,3.741481,7.130841,9.717918,5.9471455,3.756915
01,13,0,-29.15385,5.906812,11.696253,13.822862,4.9128127,3.78339,7.177631,9.525973,6.132818,3.756078
01,14,0,-29.15385,6.2353334,11.179631,13.877148,5.022905,3.7847557,7.177631,9.484631,6.172895,3.7534533
01,15,0,-28.936228,5.8211827,11.366502,13.750876,5.051169,3.7847557,7.431466,9.253052,6.1465526,3.7410364
01,16,0,-29.415516,6.3227077,11.660406,13.683049,5.051169,3.8202295,7.379563,9.525436,5.897555,3.7694
01,17,0,-29.042738,5.585312,11.941659,13.589475,4.9973435,3.9050071,7.3754277,9.508762,5.8855906,3.7495375
01,18,0,-29.185406,5.9595766,11.770994,13.482071,5.040066,4.000501,7.337851,9.505539,5.8855906,3.7551982
01,19,0,-29.506903,6.4428253,11.770994,13.420923,5.1208863,3.9667048,7.3126187,9.541677,5.8855906,3.772813
01,20,0,-29.506903,6.4428253,11.841972,13.312125,5.205518,3.8688538,7.36218,9.57351,5.8548293,3.7727678
01,21,0,-29.506903,6.242306,12.161911,13.325039,5.129424,3.831325,7.36218,9.717894,5.71553,3.7754118
01,22,0,-29.047338,5.7478323,12.077423,13.158991,5.1700997,3.831325,7.36218,9.73852,5.69566,3.7482991
01,23,0,-29.132149,5.775113,12.306275,13.034383,5.1700997,3.9180408,7.399656,9.618106,5.686578,3.7529001
01,24,0,-28.994083,5.6157374,12.302637,12.988495,5.1735525,3.9671798,7.394024,9.562553,5.6922607,3.7447062
